Wavelength [$\mu$m],Venus,Earth,Mars,Jupiter,Saturn,Uranus,Neptune
0.786728,0.6043595,0.21757849,0.28263912,0.33915022,0.44755012,0.058474034,0.05284602
0.789339,0.59556705,0.21167116,0.2822346,0.355839,0.47080424,0.0667,0.055960994
0.79195,0.60453075,0.2116188,0.28237733,0.33783773,0.45269987,0.05708745,0.050887473
0.79456097,0.60572916,0.2162939,0.28231615,0.35591117,0.4247209,0.045914695,0.044217106
0.79717195,0.60808,0.21064204,0.282126,0.3495265,0.3985123,0.042635098,0.043207034
0.79978293,0.6108264,0.21199939,0.28192195,0.37242383,0.41248423,0.046857327,0.04651159
0.8023939,0.61111194,0.20863363,0.28170446,0.39605114,0.43668017,0.051578782,0.048487864
0.8050049,0.61274886,0.21385232,0.281515,0.41958076,0.46929055,0.060831822,0.052214682
0.8076159,0.61320186,0.21650106,0.28131562,0.4409952,0.49923173,0.07585554,0.058307935
0.8102269,0.6101822,0.20882446,0.2811117,0.4445673,0.5079433,0.08105093,0.060283642
0.81283784,0.6065397,0.19139026,0.2809046,0.45309055,0.5304662,0.1017852,0.070766255
0.8154489,0.60386205,0.17178966,0.2806149,0.46015307,0.5402508,0.11686187,0.08190192
0.81805986,0.60554063,0.1702137,0.2801082,0.4723332,0.54965293,0.15102153,0.10643248
0.82067084,0.6085801,0.18970595,0.28031868,0.48332605,0.5673207,0.18576685,0.131496
0.8232818,0.6033984,0.17815067,0.2797345,0.48571616,0.56985015,0.19836107,0.14466569
0.8258928,0.6087354,0.19609596,0.2795102,0.4950485,0.5748392,0.18174334,0.13233611
0.8285038,0.60671854,0.18795086,0.27950132,0.49660757,0.5764405,0.20693131,0.15289024
0.83111477,0.60707825,0.19185705,0.2794651,0.49692953,0.5846312,0.2582642,0.19186252
0.83372575,0.6075561,0.19844557,0.27920616,0.4902706,0.5727623,0.20427977,0.13508034
0.83633673,0.6085847,0.20692208,0.27899107,0.44618022,0.5101082,0.086582236,0.061296176
0.8389477,0.61060625,0.21248955,0.27875793,0.3922497,0.43542194,0.044638578,0.041658506
0.8415587,0.611689,0.216133,0.27853325,0.37041524,0.4065393,0.03682015,0.03823425
0.8441697,0.6131869,0.219872,0.27830178,0.4191849,0.46170318,0.05054247,0.044248506
0.84678066,0.614058,0.22185946,0.27807462,0.44946134,0.5190983,0.08161448,0.057614505
0.84939164,0.614602,0.2214723,0.27784303,0.4581041,0.5298959,0.09400604,0.06362279
0.8520026,0.61480415,0.22079198,0.27761927,0.4402328,0.5042427,0.073063776,0.054382216
0.85461366,0.61499125,0.221934,0.2773962,0.38794968,0.43767682,0.044041697,0.04191683
0.8572246,0.6150952,0.22265147,0.27717233,0.31024796,0.3548067,0.03190787,0.035226293
0.8598356,0.61512005,0.22339372,0.27715287,0.25434744,0.29279134,0.02734656,0.031105462
0.8624466,0.6149865,0.22363092,0.277128,0.17467041,0.20025456,0.023376688,0.02677669
0.8650576,0.6144603,0.22383708,0.27710393,0.18716818,0.21199478,0.022371197,0.025506804
0.8660254,0.6138715,0.22382,0.277095,0.21022855,0.22657798,0.023007957,0.026382556
0.86925304,0.5829938,0.22379713,0.272564,0.27675816,0.31955922,0.026926532,0.031039797
0.8724807,0.59248465,0.22385886,0.27671108,0.33578432,0.39145198,0.03282197,0.035360537
0.87570834,0.59792435,0.22373849,0.27699867,0.34246847,0.40048084,0.034574892,0.036283262
0.878936,0.6010338,0.22324961,0.276975,0.28039664,0.35516632,0.02939601,0.033198006
0.88216364,0.60424024,0.22189586,0.27693605,0.05070032,0.085228086,0.018731844,0.020845504
0.8853913,0.6070195,0.22095367,0.27691376,0.06509156,0.08870007,0.015395636,0.01619564
0.88861895,0.60830617,0.22005467,0.27688658,0.039097525,0.057144884,0.015654732,0.016728392
0.8918466,0.6066003,0.21304101,0.2768514,0.048953556,0.06809877,0.016123297,0.017469881
0.89507425,0.60236186,0.18604553,0.27691045,0.04314843,0.05633705,0.01573711,0.01683143
0.89830184,0.60083884,0.160994,0.27645624,0.076492496,0.095807895,0.015722701,0.017398158
0.90152955,0.6017671,0.16351119,0.27698183,0.11850952,0.15415227,0.018294334,0.021359114
0.90475714,0.60583436,0.18316212,0.27748054,0.20906135,0.26323277,0.021689305,0.02610003
0.9079848,0.6009833,0.16269596,0.2776534,0.320581,0.38392287,0.029046834,0.031673424
0.91121244,0.60027283,0.16104375,0.27780306,0.34969068,0.41153792,0.032053243,0.032968827
0.9144401,0.60112834,0.15489958,0.27800778,0.37952948,0.42229122,0.03217022,0.03212006
0.91766775,0.6012895,0.15879008,0.27759203,0.3987568,0.45882872,0.044978898,0.037287854
0.9208954,0.59562373,0.18413198,0.2783241,0.41720852,0.49402922,0.063543804,0.044414602
0.92412305,0.5950557,0.17792048,0.27848625,0.41269273,0.5201381,0.09636101,0.05823823
0.9273507,0.59860504,0.15945934,0.27874336,0.42003486,0.5332712,0.12971853,0.075815775
0.93057835,0.59304446,0.11427016,0.27864912,0.41830832,0.53950256,0.173402,0.103565656
0.933806,0.5883231,0.08473902,0.27784008,0.42745447,0.538882,0.2171046,0.13742606
0.93703365,0.5914612,0.087867565,0.27818185,0.4362557,0.5456079,0.2633056,0.17607991
0.9402613,0.59691465,0.1061347,0.27820545,0.46266904,0.5531551,0.25458315,0.16785909
0.94348896,0.5926714,0.09967977,0.279467,0.46555558,0.5325927,0.1583699,0.09449865
0.9467166,0.59431916,0.09859311,0.27946392,0.45254347,0.51417214,0.09932678,0.059655093
0.94994426,0.5939923,0.103770144,0.27892712,0.4582713,0.52112776,0.10581025,0.061103895
0.9531719,0.59535813,0.10978092,0.27922368,0.43885413,0.5073772,0.08742633,0.052901767
0.95639956,0.59561837,0.11474577,0.28018063,0.42840827,0.4910794,0.06560586,0.044302303
0.9596272,0.5965364,0.12265487,0.28001764,0.37817225,0.43361545,0.04293005,0.03461163
0.96285486,0.597338,0.12995271,0.28001362,0.28330317,0.30524912,0.020725768,0.025121747
0.96608245,0.5983147,0.14130381,0.280749,0.21891776,0.2094326,0.015279388,0.019976337
0.96931016,0.59984165,0.1731623,0.28112036,0.18630001,0.19014485,0.014555076,0.019355075
0.97253776,0.6002663,0.16855936,0.2810207,0.19950639,0.20138705,0.014331124,0.019465562
0.9757654,0.5998469,0.16227129,0.28139564,0.19897121,0.21425252,0.016224055,0.021448117
0.97899306,0.60052794,0.17417964,0.28172085,0.17224002,0.21795382,0.016906932,0.022306936
0.9822207,0.60158867,0.1869885,0.28196174,0.12347788,0.14007738,0.01380337,0.017937832
0.98544836,0.6025368,0.1988962,0.28215268,0.11239397,0.12087626,0.01147581,0.0150000015
0.988676,0.6035381,0.206518,0.2823523,0.05379682,0.051116407,0.01017604,0.012414062
0.99190366,0.6044816,0.20914151,0.28254163,0.08362249,0.08165396,0.010627741,0.015179579
0.9951313,0.6053549,0.21277551,0.28311852,0.08302852,0.097466715,0.012182809,0.015634341
0.99835896,0.6059503,0.21398412,0.28331038,0.09852886,0.13633904,0.011589734,0.01615134
1.0015867,0.6062756,0.21233174,0.28349906,0.09432187,0.12189431,0.010838963,0.015644234
1.0048143,0.60678047,0.21365993,0.28368965,0.082039334,0.101550944,0.009588737,0.014229942
1.0080419,0.60696715,0.21260838,0.28387263,0.07178953,0.06860573,0.008097983,0.0113544455
1.0112696,0.60716915,0.21326122,0.28408015,0.06758307,0.06630708,0.00803879,0.011356715
1.0144972,0.6072869,0.21512458,0.28426898,0.07530539,0.07740935,0.008376418,0.01239016
1.0177249,0.6072452,0.21556087,0.2844669,0.09726709,0.12059373,0.009525399,0.014424122
1.0209525,0.6071395,0.21555606,0.28465834,0.10594118,0.16606273,0.010318872,0.01568909
1.0241802,0.60679823,0.2154969,0.28484693,0.11500088,0.18213879,0.009926752,0.015042036
1.0274078,0.6059966,0.21661313,0.28503367,0.11309854,0.19592732,0.00976076,0.014992306
1.0306355,0.6044247,0.21781151,0.28522554,0.14099103,0.2415519,0.011207191,0.016557977
1.0338631,0.6016292,0.2185293,0.28541118,0.13346846,0.275289,0.012102089,0.017693523
1.0370908,0.54359114,0.21889327,0.2793274,0.17189892,0.3070014,0.013814162,0.018737536
1.0403184,0.5574802,0.21901672,0.28342685,0.20829804,0.34611306,0.018363496,0.02212381
1.0435461,0.58635104,0.21921496,0.28583953,0.22679734,0.37675065,0.025297318,0.02670981
1.0467737,0.59396476,0.21923493,0.2861341,0.25219157,0.39818284,0.030827245,0.030175826
1.0500014,0.5188375,0.21916164,0.27856925,0.28964737,0.40367,0.044467673,0.037777085
1.053229,0.53753144,0.21931307,0.2840355,0.29821923,0.41511413,0.054407682,0.04369828
1.0564567,0.56936276,0.21943697,0.28648913,0.30775607,0.41154346,0.054188717,0.04382129
1.0596843,0.5869422,0.21935457,0.2868281,0.3066637,0.4198123,0.06266948,0.050437924
1.062912,0.56338656,0.21874015,0.2868379,0.31332412,0.41878453,0.07384053,0.057750534
1.0661396,0.5670662,0.21804528,0.28532195,0.30893967,0.41879624,0.082783006,0.06357676
1.0693672,0.58397096,0.21687584,0.2871807,0.30909786,0.41384044,0.09592818,0.073124126
1.0705637,0.58608073,0.21626122,0.28739876,0.31202778,0.4190361,0.08638429,0.06718953
1.0745536,0.58679,0.21455276,0.28759465,0.28086066,0.41514677,0.097707085,0.07664331
1.0785435,0.5931603,0.21163465,0.2878057,0.27588436,0.40161908,0.079712145,0.062385924
1.0825336,0.5965956,0.20848592,0.28797278,0.27958384,0.40691218,0.08480999,0.067799166
1.0865235,0.5977209,0.20327644,0.28807878,0.26973745,0.39701223,0.0715339,0.05658228
1.0905135,0.59807056,0.20122474,0.28815275,0.25968176,0.37390912,0.045185223,0.03682794
1.0945034,0.5985023,0.19430006,0.28833988,0.24500544,0.32743135,0.020273449,0.020887123
1.0984933,0.59842086,0.18012665,0.28846666,0.19165283,0.2630373,0.008595021,0.01219074
1.1024833,0.5975116,0.16548051,0.2885171,0.22170158,0.27709433,0.008454445,0.012071517
1.1064733,0.59658223,0.15592882,0.28854272,0.21881105,0.26735464,0.009059488,0.012545876
1.1104633,0.5954026,0.13957907,0.2886973,0.16266997,0.25561428,0.0077835144,0.011215746
1.1144532,0.59333414,0.10696359,0.28892255,0.0721602,0.11112469,0.0051665227,0.008333328
1.1184431,0.58992183,0.084733084,0.2868745,0.064402506,0.09355501,0.0044517014,0.006920405
1.1224331,0.58601606,0.07629159,0.28325477,0.026670102,0.061529953,0.0031107673,0.005028557
1.126423,0.5880711,0.07536588,0.28725827,0.011033996,0.011558535,0.0026789587,0.004367891
1.130413,0.59087676,0.08240174,0.28877082,0.010598404,0.0068402914,0.0015010086,0.0035194792
1.134403,0.5847292,0.08138282,0.2870864,0.012508943,0.007816507,0.0030119952,0.003599585
1.1383929,0.59259725,0.09430931,0.28738427,0.018504674,0.015205166,0.002567779,0.0040849363
1.1423829,0.5922294,0.09597487,0.28886923,0.020261569,0.032823022,0.0023207078,0.0046663308
1.1463728,0.588958,0.08646089,0.28940883,0.020784248,0.03507507,0.0019996415,0.0045786374
1.1503627,0.590873,0.09302819,0.28986615,0.011476417,0.013515549,0.0017515165,0.003300313
1.1543528,0.5918466,0.10316248,0.28939015,0.0045382553,0.0014485746,0.0015007444,0.0017937337
1.1583427,0.5933006,0.12009368,0.29018012,0.00592028,0.0027439236,0.0015694159,0.0020641247
1.1623327,0.5943914,0.13869071,0.29013893,0.0034331216,0.00052341545,0.0014535759,0.0010158245
1.1663226,0.5948239,0.1532432,0.29051226,0.004058498,0.0013237335,0.0015455107,0.0020270466
1.1703125,0.59541816,0.16202404,0.2906196,0.0051425495,0.0030041733,0.0022564195,0.0033700424
1.1743026,0.59548235,0.16363849,0.29049957,0.010050523,0.012690183,0.0023916482,0.004299033
1.1782925,0.5958601,0.16797803,0.29075977,0.013819918,0.019650571,0.0022545005,0.0040726094
1.1822824,0.59572166,0.16349572,0.29065993,0.012404771,0.01828718,0.0016839048,0.0029456064
1.1862724,0.5958527,0.16465719,0.29117888,0.013001904,0.013016746,0.001471209,0.0025686296
1.1902623,0.594682,0.16750497,0.29116815,0.017525634,0.026721071,0.0015786131,0.0029623953
1.1942523,0.5936108,0.17422655,0.29144055,0.018834827,0.02590464,0.0019667512,0.003771059
1.1982423,0.59172726,0.16964708,0.29157132,0.028951505,0.055742383,0.002396744,0.004753786
1.2022322,0.5156084,0.16594066,0.29170385,0.03059227,0.054170225,0.0023658432,0.0048302547
1.2062222,0.36518803,0.17006077,0.2747751,0.046549667,0.1014882,0.0027730388,0.0058079693
1.2102121,0.43514284,0.17470716,0.28413716,0.056056216,0.13639224,0.0032272737,0.0067559616
1.214202,0.5198367,0.17764936,0.29035002,0.07457936,0.17638233,0.0042033154,0.007814782
1.2181921,0.43337438,0.18159176,0.26273853,0.0686428,0.18295734,0.0036488392,0.0072349445
1.222182,0.42859137,0.18451849,0.2835939,0.08201199,0.20763853,0.004065002,0.0076960023
1.226172,0.46778473,0.18790159,0.28867045,0.09371418,0.1954777,0.0035256462,0.00702939
1.2301619,0.504063,0.1930769,0.2869086,0.06643437,0.13676952,0.0023579714,0.0055935862
1.2341518,0.5107816,0.19819856,0.2856644,0.08599965,0.1758867,0.002595632,0.0055267066
1.2381418,0.5381761,0.20056741,0.29047522,0.109869115,0.18352893,0.0025074107,0.0055600423
1.2421317,0.5627186,0.20173714,0.29226306,0.12907803,0.21465376,0.0036044752,0.0067596403
1.2461218,0.5855658,0.20182352,0.29263616,0.14747174,0.21870041,0.004690575,0.00795374
1.2501117,0.5715412,0.20117036,0.29238963,0.17119713,0.25585136,0.010131315,0.011540625
1.2541016,0.5704496,0.19979285,0.291496,0.1596313,0.26765838,0.015257965,0.014936004
1.2580916,0.56859213,0.19487874,0.29252893,0.1400483,0.2694696,0.01422807,0.014111492
1.2620816,0.5608155,0.18317659,0.29282013,0.13299991,0.25946856,0.010784835,0.011832266
1.2660716,0.5589378,0.16596606,0.2911454,0.17141883,0.28259614,0.025627473,0.021075208
1.2700615,0.5868328,0.17008132,0.29291138,0.15904556,0.27697894,0.018649803,0.016555617
1.2740514,0.59209925,0.18703216,0.29295504,0.13367002,0.2768921,0.023967244,0.019390065
1.2780414,0.5921301,0.191446,0.293009,0.14774431,0.28150442,0.03022046,0.022749089
1.2820313,0.58960676,0.19559532,0.2929477,0.16043209,0.27934122,0.02874316,0.021601912
1.2860212,0.55867606,0.19447064,0.29286075,0.13828906,0.27893057,0.029170286,0.021725584
1.2900113,0.5008567,0.19099869,0.2872214,0.110571064,0.27917662,0.028228203,0.021086523
1.2940012,0.51382446,0.18467256,0.2877378,0.09060646,0.27150905,0.024240227,0.0194809
1.2979912,0.54835546,0.17887016,0.29086083,0.09878444,0.26082054,0.019092808,0.016074326
1.3019811,0.58238286,0.1733688,0.292058,0.08206791,0.23967335,0.007979558,0.009847226
1.305971,0.5862134,0.16231851,0.29182622,0.06905747,0.20731214,0.0053177793,0.007934242
1.3099611,0.5702011,0.15242238,0.2914928,0.049898643,0.12203429,0.002636866,0.005326721
1.313951,0.46034113,0.14544016,0.28311858,0.05437369,0.1610762,0.0026294838,0.0053623617
1.317941,0.4566809,0.13796929,0.28432024,0.021532234,0.072281584,0.0018687716,0.0040002363
1.3219309,0.49728993,0.13376324,0.28710252,0.017068055,0.04689423,0.0013679564,0.0028927934
1.3234099,0.52233505,0.13061051,0.28887123,0.024189908,0.06779522,0.0014263189,0.0032766
1.3283422,0.5749126,0.11186223,0.28888875,0.04806342,0.090280846,0.0017636075,0.004287764
1.3332745,0.56409776,0.097111955,0.29012412,0.025560603,0.0729452,0.0016929467,0.0038100628
1.3382069,0.49154007,0.097552136,0.28260794,0.013042113,0.028694164,0.0011937416,0.0029190362
1.3431392,0.50190276,0.081928656,0.28539103,0.0053915153,0.009532623,0.001219436,0.002841005
1.3480715,0.5326854,0.059634335,0.28605613,0.0062313913,0.008380335,0.00094569335,0.0022814192
1.3530037,0.53989613,0.04762891,0.28545126,0.005692404,0.0039077476,0.0004744084,0.0020407427
1.357936,0.5371368,0.03931554,0.28254023,0.006289454,0.0005030236,0.00031952094,0.0014114052
1.3628683,0.52196705,0.036545254,0.28011128,0.014168512,0.0015859508,0.0,0.0028914113
1.3678007,0.5204843,0.036443967,0.27494448,0.021364953,9.653473e-06,0.00033950558,0.0013597095
1.372733,0.5289177,0.03900963,0.2847233,0.009085089,0.00487368,0.002132186,0.0029314174
1.3776653,0.5359064,0.039263178,0.2868436,0.004239322,0.0014588772,0.0009287232,0.0018676319
1.3825976,0.52265424,0.03675893,0.2534691,0.017055312,9.8563396e-05,0.0,0.0013495988
1.3875299,0.54240066,0.039229218,0.28532854,0.0063272007,0.0005724831,0.0012713219,0.0014395114
1.3924623,0.5441513,0.038964942,0.26898652,0.013164413,1.3408699e-05,0.002497078,0.001649242
1.3973945,0.5423653,0.03851796,0.28000718,0.0039162193,0.0006711614,6.928186e-05,0.00081555825
1.4023268,0.5467081,0.040093258,0.2834183,0.0034219483,0.00020179023,0.0007993857,0.0013088273
1.4072591,0.5479919,0.04021088,0.26876062,0.0062670456,0.00013643116,0.0,0.0019087597
1.4121914,0.5558532,0.039949402,0.27799273,0.0030232961,0.0018170488,0.00039367334,0.0013826734
1.4171237,0.55777466,0.03909194,0.28131017,0.004896433,0.00976192,0.0005531158,0.0021730056
1.4220561,0.55480695,0.03840668,0.2813075,0.0063675633,0.012273116,0.00080687297,0.0025332854
1.4269884,0.5118478,0.03721336,0.27967072,0.0113467695,0.026410108,0.0008566504,0.0030917935
1.4319206,0.21331191,0.032964677,0.19250485,0.015046994,0.02795786,0.0012088404,0.0028126433
1.4368529,0.1700826,0.028776353,0.23523146,0.017516827,0.037908044,0.00094527146,0.0027983729
1.4417852,0.21056531,0.028304592,0.2290032,0.01925103,0.02897153,0.000915947,0.0027708872
1.4467175,0.29945365,0.028728746,0.25701198,0.019003257,0.039767735,0.00089782564,0.0027740381
1.4516499,0.39992034,0.032427263,0.27009922,0.015619218,0.031387992,0.0008017635,0.002554978
1.4565822,0.47862235,0.03636779,0.27543053,0.024195587,0.051015053,0.0009526219,0.002986977
1.4615145,0.5275621,0.03621391,0.2747551,0.03262396,0.06977722,0.0011514474,0.0033772797
1.4664468,0.544157,0.029019991,0.2728747,0.030416723,0.07226427,0.0011410681,0.0032909599
1.471379,0.45721507,0.02718653,0.25408667,0.016627776,0.046670407,0.0009589627,0.0031034034
1.4763114,0.44061178,0.028985199,0.267636,0.029448353,0.084932014,0.0010092527,0.0033543438
1.4812437,0.45538354,0.03178813,0.26829505,0.024145152,0.08523215,0.0010304435,0.0034021318
1.486176,0.49328083,0.040878545,0.26964238,0.026747717,0.10752869,0.0012293534,0.0035719536
1.4911083,0.49567783,0.049498446,0.27153525,0.030633762,0.13239752,0.0018435383,0.004047418
1.4960406,0.4549065,0.06646743,0.26729414,0.02480563,0.13342954,0.0016330824,0.0038798745
1.500973,0.50203073,0.07408391,0.26868004,0.024113236,0.14856057,0.0021445148,0.004241475
1.5059053,0.55159307,0.0826464,0.27003294,0.030968027,0.12827174,0.0014622769,0.0037459966
1.5108376,0.5581131,0.09124055,0.26953393,0.03026275,0.15992957,0.0035530233,0.0052907662
1.5157698,0.5548216,0.09547316,0.26946053,0.02549102,0.16223535,0.004478415,0.005904626
1.5207021,0.5269579,0.101976395,0.269325,0.028488128,0.16275147,0.0057944,0.006465606
1.5256344,0.442643,0.10768049,0.26123926,0.031134909,0.1666018,0.0066172928,0.0070604673
1.5305667,0.37421766,0.1098509,0.2563201,0.036294337,0.1660859,0.008432062,0.008015282
1.5354991,0.34688973,0.11383736,0.25548172,0.04024355,0.17039907,0.011212374,0.009612755
1.5404314,0.37791207,0.11662138,0.25943062,0.0454802,0.16661114,0.008642235,0.008086695
1.5453637,0.45288,0.12062132,0.26534495,0.054644484,0.16485853,0.0072339396,0.00720612
1.550296,0.51947504,0.1239166,0.268885,0.059486784,0.17596507,0.013412287,0.010892235
1.5552282,0.53361535,0.12578188,0.2688603,0.07583184,0.1664433,0.005028056,0.00573429
1.5601606,0.5192976,0.12667137,0.2678021,0.06846792,0.16420251,0.0070394026,0.007160594
1.5650929,0.45566747,0.12397406,0.26723588,0.075001456,0.16248755,0.006554709,0.0066429763
1.5700252,0.23433544,0.11877513,0.23313601,0.08263998,0.16014294,0.008047093,0.0077627474
1.5749575,0.20465945,0.11452402,0.2417635,0.075527295,0.1682168,0.0138906725,0.011059727
1.5798898,0.24237324,0.12112324,0.24474484,0.07284844,0.17205673,0.01389626,0.011050949
1.5848222,0.37029228,0.12792163,0.26165387,0.08444982,0.17555997,0.014703334,0.011466071
1.5897545,0.4630466,0.13347977,0.26621512,0.08678014,0.16451408,0.012831705,0.010192368
1.5946867,0.42718637,0.13195515,0.26402667,0.10108089,0.17001463,0.011985278,0.009530956
1.599619,0.2579751,0.12611988,0.2419081,0.096564695,0.17182487,0.011177823,0.008970625
1.6045513,0.20903076,0.12130269,0.2372957,0.09498548,0.162214,0.008327309,0.0072970996
1.6094837,0.21977948,0.1257475,0.23929258,0.086739846,0.15273869,0.0045646396,0.005186395
1.6144159,0.28704798,0.13152528,0.25545558,0.05857161,0.13875602,0.0022749077,0.003913173
1.6193483,0.36912304,0.1382969,0.2597734,0.04725423,0.108509526,0.0012798749,0.0031497364
1.6242806,0.41902217,0.14019486,0.26697445,0.017407108,0.04989,0.0006725261,0.0024399615
1.6292129,0.41770855,0.13942155,0.25691453,0.011352496,0.029855609,0.00041783412,0.002062416
1.6341451,0.42100918,0.1377433,0.25877923,0.0046585137,0.011367268,0.00034116776,0.001550183
1.6359735,0.40374112,0.13729309,0.2551389,0.0042579845,0.016094944,0.0003365439,0.0014414073
1.6420707,0.35016245,0.13581777,0.25368065,0.010032582,0.037371874,0.00042142379,0.0018661468
1.6481678,0.37335148,0.13622811,0.2592999,0.0011402143,0.0012997818,0.00020234339,0.0005800236
1.6542652,0.4078583,0.1389706,0.26499006,0.0016322578,0.0007603925,0.00023125728,0.0006964215
1.6603624,0.43853024,0.13830072,0.2686015,0.008165574,0.00801295,0.00023275582,0.0013480787
1.6664596,0.44973776,0.13980764,0.26470315,0.0013308082,0.00056546915,0.00051233545,0.0008407862
1.6725568,0.48179266,0.1404103,0.2685584,0.0040286845,0.010441184,0.00026452378,0.0014657506
1.678654,0.50683516,0.1444369,0.27005756,0.0053020497,0.008437899,0.00035182448,0.0015003247
1.6847513,0.5194374,0.14299642,0.2700691,0.0033010084,0.008018678,0.00037430774,0.001537797
1.6908485,0.52854866,0.1410059,0.2707039,0.00265084,0.004881772,0.0003346482,0.0012687345
1.6969457,0.53208506,0.13931859,0.27076015,0.0016300498,0.003159061,0.000281565,0.0009996119
1.7030429,0.5319647,0.13571864,0.26997828,0.0009770235,0.0003202617,0.00022930825,0.0007301589
1.7091401,0.5298308,0.13489677,0.2694128,0.0011201393,0.0,0.00011066089,0.00039604877
1.7152373,0.53265035,0.13550915,0.27073938,0.0018151385,7.0905415e-05,0.0001510801,0.00056616863
1.7213346,0.53172743,0.13094606,0.27074638,0.0014251755,0.0,0.00017318882,0.00042202394
1.7274318,0.53285426,0.12804161,0.27087784,0.0014103317,0.0,0.00019162946,0.00046385647
1.733529,0.5337962,0.12715988,0.27087358,0.0020233316,0.0025538588,0.00033624505,0.0012891887
1.7396262,0.5329011,0.12102356,0.2707711,0.0017911821,0.0032823496,0.0003355488,0.0013087841
1.7457234,0.5303323,0.12264136,0.27086055,0.0044664573,0.0160099,0.00026922906,0.0015387633
1.7518207,0.5152664,0.119389355,0.2706033,0.0040170494,0.009714998,0.00028816515,0.001386992
1.7579179,0.5012265,0.117083624,0.27075118,0.0042334404,0.012905969,0.00031351415,0.0012422615
1.7640151,0.5042482,0.1095191,0.27073467,0.002386658,0.004818979,0.00024362147,0.0011134353
1.7701123,0.50982195,0.09945487,0.27070126,0.00198762,0.0022975265,0.00017400194,0.0007913455
1.7762095,0.5141192,0.09149263,0.2699117,0.0014726137,0.0001834562,0.00018818527,0.00057249307
1.7823067,0.5095405,0.079789996,0.2707828,0.0018500334,0.0020558229,0.00014804055,0.0007589139
1.788404,0.49643236,0.06799774,0.27046588,0.0018679523,0.0021911336,0.00011445127,0.0008252486
1.7945012,0.49924725,0.056800414,0.2703046,0.0018782459,0.004068378,0.00033472915,0.00088618544
1.8005984,0.49829525,0.04339569,0.26789355,0.0048490195,0.0067736795,0.000546308,0.0012565227
1.8066956,0.49649277,0.03616582,0.2677492,0.005594646,0.0037083253,7.874907e-05,0.0011974305
1.8127928,0.4931063,0.03141181,0.26366007,0.0017858644,0.013115849,0.00049852283,0.0011640629
1.8188901,0.48629385,0.02792972,0.26687014,0.005906024,0.027148375,0.0005728506,0.00061901915
1.8249873,0.48296767,0.026308598,0.2681786,0.009808828,0.038003273,0.00011605506,0.0008665233
1.8310845,0.47529995,0.024447238,0.2622053,0.023165654,0.049534008,0.0012152127,0.0011127543
1.8371817,0.46538016,0.022419794,0.26663044,0.018561425,0.035153616,0.0010990587,0.0007583504
1.8432789,0.46654907,0.02062305,0.26764908,0.019926172,0.030140867,0.00086411677,0.00059624057
1.8493762,0.46629238,0.021063285,0.26567936,0.019720476,0.031356797,0.00091754674,0.00063310727
1.8554734,0.4691036,0.020666717,0.2690121,0.027585488,0.044120852,0.001337935,0.0009231751
1.8615706,0.47140872,0.020774882,0.26877204,0.023744594,0.042843305,0.001321286,0.0009116873
1.8676678,0.44249707,0.018720869,0.25170207,0.033720706,0.06076613,0.0019176269,0.0013231626
1.873765,0.36212808,0.017617255,0.2484477,0.033274945,0.06028903,0.001870217,0.0012904498
1.8798623,0.29728353,0.016240397,0.26038614,0.026033122,0.059633322,0.0018607883,0.0012839439
1.8859595,0.315946,0.015793527,0.25774673,0.023250062,0.057722144,0.0016459681,0.0012011431
1.8920567,0.37198496,0.013675687,0.25794584,0.022629296,0.05891988,0.0012467777,0.0012254238
1.8981539,0.4081325,0.011450617,0.2635498,0.024951758,0.051313654,0.0012242503,0.0012281465
1.9042511,0.41011667,0.0101288855,0.26727104,0.01851324,0.043736387,0.0009420302,0.0012574898
1.9103484,0.42020372,0.00908953,0.2645629,0.0146523295,0.043684367,0.0006612982,0.001139853
1.9164455,0.4343727,0.008447019,0.2611408,0.010808095,0.035466224,5.9377366e-05,0.0010657754
1.9225428,0.43690872,0.007458042,0.26839757,0.0073680957,0.029896475,0.00021832043,0.0009384678
1.92864,0.4289365,0.00719428,0.262408,0.01110701,0.035444956,0.00044878275,0.0009724999
1.9347372,0.37117216,0.0076005613,0.26506776,0.009084345,0.034902245,0.00015130364,0.0009553562
1.9408345,0.24741995,0.007875311,0.25209206,0.009424253,0.04089712,0.000108805725,0.00092664856
1.9469316,0.1273819,0.0077416236,0.22734925,0.005307394,0.027098551,0.00018206298,0.0008394603
1.9530289,0.05302602,0.007964309,0.16178104,0.006036437,0.04142901,0.00012861547,0.00074756006
1.9591261,0.04182709,0.009911013,0.15090811,0.004696798,0.035438698,8.758441e-05,0.0007568294
1.9652233,0.04940079,0.01516506,0.154046,0.0061935415,0.030323865,6.1242525e-07,0.0006768999
1.9713205,0.092859685,0.023905437,0.20485243,0.0072087822,0.041528042,5.9089398e-05,0.0006882107
1.9774177,0.17062655,0.03459332,0.23581025,0.005026557,0.036313944,9.428136e-05,0.00070709153
1.983515,0.22904846,0.042960808,0.25125116,0.005222892,0.03425831,7.054553e-05,0.00074029685
1.9896122,0.21985161,0.04156948,0.24864444,0.0038852643,0.03324873,6.59157e-05,0.0007184882
1.9957094,0.1296657,0.030324413,0.23333547,0.006070542,0.036469083,0.00010943381,0.0006775688
2.0018067,0.03593257,0.020298751,0.089915514,0.005208422,0.034177236,6.637465e-05,0.00063270336
2.0079038,0.017069198,0.009237734,0.1025383,0.0051905042,0.030344693,5.9833554e-05,0.0005809608
